,name,hp,hp+,hp5,hp5+,mp,mp+,mp5,mp5+,ad,ad+,as,as+,ar,ar+,mr,mr+,ms,rng,ID,Dificultad,AD,Defensa,AP,Pasiva,Win Rate,Ban Rate,Play Rate
120,Twisted Fate,534.0,94.0,5.5,0.6,333.0,19.0,8.0,0.8,49.954,3.3,0.651,3.22,20.542,3.15,30.0,0.5,335.0,525.0,4,9,6,2,6,Loaded Dice,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.010396527148188854, <Position.jungle: 'JUNGLE'>: 0.000617615474149833, <Position.middle: 'MIDDLE'>: 4.151328143476192, <Position.bottom: 'BOTTOM'>: 0.010061985433024362, <Position.utility: 'UTILITY'>: 0.0003088077370749165}"
121,Twitch,582.0,84.0,3.75,0.6,287.2,40.0,7.256,0.45,59.0,3.11,0.679,3.38,27.0,3.0,30.0,0.5,330.0,550.0,29,6,9,2,3,Deadly Venom,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0002573397808957638, <Position.jungle: 'JUNGLE'>: 0.4419553397103847, <Position.middle: 'MIDDLE'>: 0.03770027790122939, <Position.bottom: 'BOTTOM'>: 4.766730495510322, <Position.utility: 'UTILITY'>: 0.4903352185187882}"
122,Udyr,593.32,99.0,6.0,0.75,270.4,30.0,7.506,0.45,66.0,5.0,0.658,2.67,34.0,4.0,32.1,1.25,345.0,125.0,77,7,8,7,4,Monkey's Agility,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.07673872266311675, <Position.jungle: 'JUNGLE'>: 2.468943591892047, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
123,Urgot,585.0,88.0,7.5,0.7,340.0,45.0,7.25,0.8,63.0,4.0,0.625,3.75,36.0,4.25,32.1,1.25,330.0,350.0,6,8,8,5,3,Echoing Flames,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 3.827363093306515, <Position.jungle: 'JUNGLE'>: 0.10296164633639508, <Position.middle: 'MIDDLE'>: 0.10429981319705305, <Position.bottom: 'BOTTOM'>: 0.0011580290140309369, <Position.utility: 'UTILITY'>: 0.0}"
124,Varus,500.0,89.0,3.5,0.55,360.0,33.0,8.0,0.8,61.0,3.11,0.658,3.0,27.0,3.4,30.0,0.5,330.0,575.0,110,2,7,3,4,Living Vengeance,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0017241765320016172, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.19212988041677723, <Position.bottom: 'BOTTOM'>: 7.490980884029056, <Position.utility: 'UTILITY'>: 0.000411743649433222}"
125,Vayne,515.0,89.0,3.5,0.55,231.8,35.0,6.972,0.4,60.0,2.36,0.658,3.3,23.0,3.4,30.0,0.5,330.0,550.0,67,8,10,1,1,Night Hunter,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.2043759085702639, <Position.jungle: 'JUNGLE'>: 0.00028307375898534013, <Position.middle: 'MIDDLE'>: 0.18716322264548899, <Position.bottom: 'BOTTOM'>: 12.576195092375976, <Position.utility: 'UTILITY'>: 0.0}"
126,Veigar,505.0,94.0,6.5,0.6,490.0,26.0,8.0,0.8,50.71,2.625,0.625,2.24,22.55,3.75,30.0,0.5,340.0,550.0,45,7,2,2,10,Phenomenal Evil Power,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.10172641538809542, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 2.3692758947511177, <Position.bottom: 'BOTTOM'>: 0.6315118223182042, <Position.utility: 'UTILITY'>: 0.715121517131238}"
127,Vel'Koz,520.0,88.0,5.5,0.55,469.0,21.0,8.0,0.8,54.9379,3.1416,0.625,1.36,21.88,3.5,30.0,0.5,340.0,525.0,161,8,2,2,10,Organic Deconstruction,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.014333825795894041, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 1.5096580906469084, <Position.bottom: 'BOTTOM'>: 0.10733642261162306, <Position.utility: 'UTILITY'>: 1.9134242068723617}"
128,Vi,585.0,85.0,10.0,1.0,295.0,45.0,8.0,0.65,63.0,3.5,0.644,2.0,30.0,4.0,32.1,1.25,340.0,125.0,254,4,8,5,3,Blast Shield,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.007565789558335454, <Position.jungle: 'JUNGLE'>: 2.457389035729827, <Position.middle: 'MIDDLE'>: 0.007205513865081385, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.000617615474149833}"
129,Viktor,530.0,90.0,8.0,0.65,405.0,25.0,8.0,0.8,53.0,3.0,0.658,2.11,23.0,4.0,30.0,0.5,335.0,525.0,112,9,2,4,10,Glorious Evolution,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.18278844637026098, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 4.363865068518003, <Position.bottom: 'BOTTOM'>: 0.09125268630563783, <Position.utility: 'UTILITY'>: 0.0}"
130,Vladimir,537.0,96.0,7.0,0.6,2.0,0.0,0.0,0.0,55.0,3.0,0.658,2.0,23.0,3.3,30.0,0.5,330.0,450.0,8,7,2,6,8,Crimson Pact,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.457572518993606, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 5.127134858654839, <Position.bottom: 'BOTTOM'>: 0.10754229443633967, <Position.utility: 'UTILITY'>: 0.0}"
131,Volibear,584.48,86.0,8.0,0.65,270.4,30.0,8.092,0.65,68.0,3.3,0.658,2.67,35.0,3.5,32.1,1.25,345.0,125.0,106,3,7,7,4,The Relentless Storm,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 4.25349203649181, <Position.jungle: 'JUNGLE'>: 3.9140608654902977, <Position.middle: 'MIDDLE'>: 0.10679600907174197, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0030108754364804357}"
132,Warwick,550.0,85.0,4.0,0.75,280.0,35.0,7.466,0.575,65.0,3.0,0.638,2.3,33.0,3.2,32.1,1.25,335.0,125.0,19,3,9,5,3,Eternal Hunger,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.331090016683338, <Position.jungle: 'JUNGLE'>: 3.43525446915564, <Position.middle: 'MIDDLE'>: 0.0006690834303289858, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
133,Wukong,577.8,85.0,6.0,0.65,265.84,38.0,8.042,0.65,68.0,4.0,0.658,3.0,34.0,3.5,32.1,1.25,345.0,175.0,62,3,8,5,2,Stone Skin,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 5.612915163051771, <Position.jungle: 'JUNGLE'>: 0.8797160409921684, <Position.middle: 'MIDDLE'>: 0.5197234214970844, <Position.bottom: 'BOTTOM'>: 0.03759734198887109, <Position.utility: 'UTILITY'>: 0.10069705626451235}"
134,Xayah,561.0,86.0,3.25,0.75,340.0,40.0,8.25,0.75,60.0,2.9,0.625,3.3,25.0,3.0,30.0,0.5,325.0,525.0,498,5,10,6,1,Clean Cuts,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0005404135398811039, <Position.jungle: 'JUNGLE'>: 0.0002573397808957638, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 2.6705435762457883, <Position.utility: 'UTILITY'>: 0.0}"
135,Xerath,526.0,92.0,5.5,0.55,459.0,22.0,8.0,0.8,54.7,3.0,0.625,1.36,21.88,3.5,30.0,0.5,340.0,525.0,101,8,1,3,10,Mana Surge,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 3.458234911589632, <Position.bottom: 'BOTTOM'>: 0.20026181749308336, <Position.utility: 'UTILITY'>: 5.167537204255473}"
136,Xin Zhao,570.0,92.0,8.0,0.7,273.8,35.0,7.256,0.45,66.0,3.0,0.645,3.5,35.0,3.5,32.1,1.25,345.0,175.0,5,2,8,6,3,Determination,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.3148809559040565, <Position.jungle: 'JUNGLE'>: 13.462910775408506, <Position.middle: 'MIDDLE'>: 0.20113677274812897, <Position.bottom: 'BOTTOM'>: 0.006690834303289857, <Position.utility: 'UTILITY'>: 0.012043501745921743}"
137,Yasuo,523.0,87.0,6.5,0.9,100.0,0.0,0.0,0.0,60.0,3.2,0.67,2.5,30.0,3.4,30.0,1.25,345.0,175.0,157,10,8,4,4,Way of the Wanderer,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.3565923889701081, <Position.jungle: 'JUNGLE'>: 0.0011322950359413605, <Position.middle: 'MIDDLE'>: 9.828063572190112, <Position.bottom: 'BOTTOM'>: 1.3818888894321617, <Position.utility: 'UTILITY'>: 0.0}"
138,Yorick,580.0,100.0,8.0,0.8,300.0,40.0,7.5,0.75,62.0,5.0,0.625,2.0,39.0,4.0,32.0,1.25,340.0,175.0,83,6,6,6,4,Shepherd of Souls,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.6652714561545767, <Position.jungle: 'JUNGLE'>: 0.019274749589092702, <Position.middle: 'MIDDLE'>: 0.10056838637406448, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
139,Yuumi,480.0,70.0,7.0,0.55,400.0,45.0,10.0,0.4,55.0,3.1,0.625,1.0,25.0,3.0,25.0,0.3,330.0,500.0,350,2,5,1,8,Bop 'n' Block,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 11.169498648065462}"
140,Zac,615.0,95.0,8.0,0.5,0.0,0.0,0.0,0.0,60.0,3.4,0.638,1.6,33.0,3.5,32.0,1.25,340.0,175.0,154,8,3,7,7,Cell Division,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.43971648361659155, <Position.jungle: 'JUNGLE'>: 5.327062134432758, <Position.middle: 'MIDDLE'>: 0.21806973033107022, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.3700288709500187}"
141,Zed,584.0,85.0,7.0,0.65,200.0,0.0,50.0,0.0,63.0,3.4,0.651,3.3,32.0,3.5,32.1,1.25,345.0,125.0,238,7,9,2,1,Contempt for the Weak,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.2628211182288435, <Position.jungle: 'JUNGLE'>: 0.21433830350808164, <Position.middle: 'MIDDLE'>: 11.399663348098631, <Position.bottom: 'BOTTOM'>: 0.005481337333079768, <Position.utility: 'UTILITY'>: 0.0}"
142,Ziggs,536.0,92.0,6.5,0.6,480.0,23.5,8.0,0.8,54.208,3.1,0.656,2.0,21.544,3.3,30.0,0.5,325.0,550.0,115,4,2,4,9,Short Fuse,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 2.4539406826658237, <Position.bottom: 'BOTTOM'>: 0.9626309183967835, <Position.utility: 'UTILITY'>: 0.23291823568875578}"
143,Zilean,504.0,82.0,5.5,0.5,452.0,30.0,11.335,0.8,51.64,3.0,0.625,2.13,24.0,3.8,30.0,0.5,335.0,550.0,26,6,2,5,8,Time In A Bottle,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.02889925739459427, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.4378379032160524, <Position.bottom: 'BOTTOM'>: 0.005249731530273581, <Position.utility: 'UTILITY'>: 3.9296556562125815}"
144,Zoe,560.0,92.0,6.5,0.6,425.0,25.0,8.0,0.65,58.0,3.3,0.625,2.5,20.8,3.5,30.0,0.5,340.0,550.0,142,5,1,7,8,More Sparkles!,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0038858306915260325, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 2.732176453770324, <Position.bottom: 'BOTTOM'>: 0.0009521571893143259, <Position.utility: 'UTILITY'>: 0.08000693788049296}"
145,Zyra,504.0,79.0,5.5,0.5,418.0,25.0,13.0,0.4,53.376,3.2,0.625,2.11,29.0,3.0,30.0,0.5,340.0,575.0,143,7,4,3,8,Garden of Thorns,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.12043501745921743, <Position.bottom: 'BOTTOM'>: 0.005867347004423413, <Position.utility: 'UTILITY'>: 4.207376747755289}"
