Champion;Ability;Type;Description;Range;Cooldown;Cost;Scalings
AURELION SOL;COMET OF LEGEND;E;Range: 5500/6000/6500/7000/7500 Cooldown: 80/75/70/65/60 Cost: 60 Aurelion Sol pulls in his orbiting stars and takes flight, traversing 5500/6000/6500/7000/7500 units in the chosen direction or until clicking to move. Aurelion Sol can see and be seen over walls while flying. Taking champion or turret damage will end Comet of Legend early.;5500/6000/6500/7000/7500;80/75/70/65/60;60;
AURELION SOL;STARSURGE;Q;Cooldown: 11/10/9/8/7 Cost: 60/70/80/90/100 Aurelion Sol fires the core of a newborn star in a target direction, which explodes upon reactivation or once it travels beyond his stars' maximum orbital range, dealing 70/110/150/190/230 (+65% of ability power) magic damage and stunning all nearby enemies for 0.55/0.6/0.65/0.7/0.75 seconds, scaling up to 2.2/2.4/2.6/2.8/3 seconds after traveling for 5 seconds. Aurelion Sol gains 20% bonus Movement speed while traveling alongside Starsurge, and by keeping it close he'll nurture it, growing it in size so that it damages and stuns a wider area when it explodes. If Aurelion Sol is faster than the missile, the missile speed will increase to keep up.;;11/10/9/8/7;60/70/80/90/100;(+65% of ability power)
AURELION SOL;VOICE OF LIGHT;R;Cooldown: 110/90/70 Cost: 100 Aurelion Sol breathes out a blast of pure starfire, dealing 150/250/350 (+70% of ability power) magic damage and slowing struck enemies by 40/50/60% for 2 seconds. Nearby enemies caught in the blast are also knocked back to Aurelion Sol's outer ring.;;110/90/70;100;(+70% of ability power)
AZIR;ARISE!;W;Range: 500 Cooldown: 1.5 Cost: 40 Passive: Azir gains 20/30/40/50/60% attack speed. Active: Azir summons an untargetable Sand Soldier for 9 seconds. When Azir attacks an enemy in a soldier's range, the soldier attacks instead of Azir, dealing 60/62/64/66/68/70/72/75/80/85/90/100/110/120/130/140/150/160 (based on level) (+60% of ability power) magic damage to all enemies in a line. If multiple soldiers strike the same target, each soldier after the first deals 25% damage, and the soldiers can't attack structures or wards. Azir can store up to 2 Sand Soldiers at a time (recharge time: 8/7.5/7/6.5/6 seconds), but there is no hard limit on the number of Sand Soldiers that can be active on the field at once. Sand Soldiers expire twice as fast while within range of an enemy turret, and will expire instantly if Azir moves too far away. Azir gains an additional 20/30/40/50/60% attack speed for 5 seconds whenever he summons a soldier while he already has two on the field. Stabs deal 25/50/75/100% damage to secondary targets (at levels 1/6/11/16).;500;1.5;40;(+60% of ability power)
AZIR;CONQUERING SANDS;Q;Range: 720 Cooldown: 15/13/11/9/7 Cost: 70 Azir orders all Sand Soldiers to rush toward the target location, dealing 70/90/110/130/150 (+30% of ability power) magic damage and slowing all enemies they pass through by 25% for 1 second. The slow stacks additively.;720;15/13/11/9/7;70;(+30% of ability power)
AZIR;EMPEROR'S DIVIDE;R;Range: 250 Cooldown: 120/105/90 Cost: 100 Azir calls forth a phalanx of 6/7/8 shield-wielding soldiers who press forward, knocking enemies back and dealing 175/325/475 (+60% of ability power) magic damage to them. When the soldiers finish their charge, they stand as a wall for 5 seconds, blocking enemy champion movement. Allies can pass through the wall. These soldiers cannot be ordered to move or attack.;250;120/105/90;100;(+60% of ability power)
AZIR;SHIFTING SANDS;E;Cooldown: 19/18/17/16/15 Cost: 60 Azir dashes to one of his Sand Soldiers, dealing 60/90/120/150/180 (+40% of ability power) magic damage to enemies he passes through and shielding himself for 80/120/160/200/240 (+70% of ability power) (+ 15% bonus health) for 1.5 seconds. If Azir hits an enemy champion, he will stop and immediately gain a charge of Arise!;;19/18/17/16/15;60;(+40% of ability power), (+70% of ability power), (+ 15% bonus health)
AZIR;SHURIMA'S LEGACY;Passive;Cooldown: 180 Disc of the Sun: Azir places a marker above the ruins of destroyed turrets (both allied and enemy). Once within 400 units of the ruins, Azir can click on the marker to conjure a Sun Disc, which functions like a standard turret but grants Azir any gold it earns. A Sun Disc's health decays over 1 minute and will lose its armor if Azir dies or moves too far away. Azir cannot conjure Sun Discs within the enemy base.;;180;;
BARD;CARETAKER'S SHRINE;W;Range: 800 Cooldown: 14 Cost: 70 Bard conjures a health pack that builds up in power over 10 seconds. Allied champions who walk over the pack will consume it, gaining a minimum of 30/60/90/120/150 (+30% of ability power) and a maximum of 70/110/150/190/230 (+60% of ability power) health based on the shrine's power as well as 30% bonus movement speed which decays over 1.5 seconds. Enemies can stand on the pack for a moment to destroy it.;800;14;70;(+30% of ability power), (+60% of ability power)
BARD;COSMIC BINDING;Q;"Cooldown: 11/10/9/8/7 Cost: 60 Bard fires out a burst of spirit energy in a line, dealing 80/125/170/215/260 (+65% of ability power) magic damage and slowing the first enemy struck by 60% for 1/1.2/1.4/1.6/1.8 seconds. After Cosmic Binding hits an enemy, the burst of energy continues through, searching for secondary targets. If it hits a wall, it stuns the initial target; if it hits a second enemy, it stuns both targets, dealing magic damage to the second unit as well.";;11/10/9/8/7;60;(+65% of ability power)
BARD;MAGICAL JOURNEY;E;Range: 900 Cooldown: 22/20.5/19/17.5/16 Cost: 30 Bard conjures a portal on a target wall. The portal tunnels through to the far end of the wall, granting one-way passage to all champions, friend and foe, who enter it. While inside the portal, allies travel 33% faster than enemies.;900;22/20.5/19/17.5/16;30;
BARD;TEMPERED FATE;R;Range: 3400 Cooldown: 110/95/80 Cost: 100 After a brief delay, Bard places all units in a targeted area - friend or foe, including champions, minions, monsters and turrets - in stasis for 2.5 seconds, making them untargetable and invulnerable but also unable to perform any action.;3400;110/95/80;100;
BARD;TRAVELER'S CALL;Passive;Ancient Chimes: Bard's presence causes sacred chimes to appear at random locations and linger for up to 10 minutes. Collecting a chime grants Bard 24% bonus movement speed out of combat for 7 seconds, stacking up to 5 times, with every other chime collected beyond the first granting an additional 14% bonus movement speed, up to a total of 80% bonus movement speed, 20 + (1 per minute after 5 minutes) experience, and 12% maximum mana. Bard empowers his Meeps each time he collects 5 chimes. Meeps: Bard's presence attracts small spirits known as Meeps to his side. Each of his basic attacks consumes a Meep, dealing 40 (+12 per 5 chimes collected) (+30% of ability power) bonus magic damage. At 5 chimes, Meeps slow enemies by 25-75% (based on Chimes) for 1 second, and at 15 chimes they splash the damage around the main target and in a cone behind them, with the cone's size increasing at 35 chimes. Meeps spawn every 8/7/6/5/4 seconds and Bard can keep up to 1-9 (based on Chimes) of them at a time.;;;;(+12 per 5 chimes collected), (+30% of ability power)
BLITZCRANK;MANA BARRIER;Passive;Cooldown: 90 When Blitzcrank's life is brought below 20% health, he creates a mana shield equal to 30% of his maximum mana for 10 seconds.;;90;;
BLITZCRANK;OVERDRIVE;W;Cooldown: 15 Cost: 75 Blitzcrank super charges himself to gain 70/75/80/85/90 % movement speed and 30/38/46/54/62 % attack speed for 5 seconds, with the burst of granted movement speed decaying down to 10% over the duration of the ability. When Overdrive ends, Blitzcrank is slowed by 30% for 1.5 seconds.;;15;75;
BLITZCRANK;POWER FIST;E;Cooldown: 9/8/7/6/5 Cost: 25 Blitzcrank charges up his fist to make his next attack within 5 seconds deal double his total attack damage and knock his target up in the air for 1 second.;;9/8/7/6/5;25;
BLITZCRANK;ROCKET GRAB;Q;Range: 1150 Cooldown: 20/19/18/17/16 Cost: 100 Blitzcrank fires his right hand at a straight line to the target area. If his hand encounters an enemy unit, it will grant vision of the unit, stun them for 0.5 seconds, deal 70/120/170/220/270 (+100% of ability power) magic damage, and pull the enemy unit to him.;1150;20/19/18/17/16;100;(+100% of ability power)
BLITZCRANK;STATIC FIELD;R;Range: 600 Cooldown: 60/40/20 Cost: 100 Passive: While Static Field is available, Blitzcrank marks enemies he basic attacks, stacking up to 3 times. After 1 second, marked enemies are shocked and take 50/100/150 (+30% of ability power) magic damage. Active: Blitzcrank detonates a static field, removing the shields of nearby enemies before dealing 250/375/500 (+100% of ability power) magic damage to them and silencing them for 0.5 seconds.;600;60/40/20;100;(+30% of ability power), (+100% of ability power)
BRAND;BLAZE;Passive;Brand's spells set his targets ablaze for 4 seconds, damaging them for 3% of their maximum health over 3.25 seconds as magic damage. Abilities used on an ablazed target are empowered and apply other stacks of Blaze while also refreshing the duration of the previous ones. A target can have up to 3 Blaze stacks at the same time. The damage per tick against monsters is increased by 20%, but capped at 80. Killing an enemy that is ablazed restores 20−40 mana (depending on level). After reaching 3 stacks on large monsters or enemy champions, an area is marked around them which explodes after 2 seconds, consuming all the stacks. All enemies struck are dealt 12−16% (+1.5% per 100 ability power) of their maximum health as magic damage (depending on level) and are applied a stack of Blaze. The explosion will still trigger if the target dies to the third ability or during the delay. Brand cannot stack Blaze more than once on enemies who have exploded in the past 4 seconds.;;;;(+1.5% per 100 ability power)
BRAND;CONFLAGRATION;E;Range: 625 Cooldown: 10/9/8/7/6 Cost: 70/75/80/85/90 Brand conjures a powerful blast at his target, dealing 70/95/120/145/170 (+45% of ability power) magic damage to them. If the target is ablaze the conflagration will damage nearby enemies as well and set them ablaze.;625;10/9/8/7/6;70/75/80/85/90;(+45% of ability power)
BRAND;PILLAR OF FLAME;W;Range: 900 Cooldown: 10/9.5/9/8.5/8 Cost: 60/70/80/90/100 After a short delay, Brand creates a pillar of flame at a target area, dealing 75/120/165/210/255 (+60% of ability power) magic damage to enemy units within the area. Units that are ablaze take an additional 25% damage.;900;10/9.5/9/8.5/8;60/70/80/90/100;(+60% of ability power)
BRAND;PYROCLASM;R;Range: 750 Cooldown: 105/90/75 Cost: 100 Brand unleashes a devastating torrent of fire that bounces between enemies, dealing 100/200/300 (+25% of ability power) magic damage each time it bounces. It will bounce up to four times for a total of five hits, and can hit the same enemy up to three times. Bounces prioritize stacking Blaze to max on Champions. If the target is ablaze, Pyroclasm will briefly slow the target by 30/45/60%.;750;105/90/75;100;(+25% of ability power)
BRAND;SEAR;Q;Range: 1050 Cooldown: 8/7.5/7/6.5/6 Cost: 50 Brand launches a ball of fire forward that deals 80/110/140/170/200 (+55% of ability power) magic damage to the first enemy it hits. If the target is ablaze, the target will be stunned for 1.5 seconds.;1050;8/7.5/7/6.5/6;50;(+55% of ability power)
BRAUM;CONCUSSIVE BLOWS;Passive;Braum's basic attacks and Winter's Bite apply stacks of Concussive Blows. Once the first stack has been applied, the basic attacks of any allied champion will generate Concussive Blow stacks. Upon reaching 4 stacks, the target is stunned for 1.25/1.5/1.75 seconds and takes 16 + (10 * level) magic damage. After an opponent is stunned from Concussive Blows, they no longer gain concussive blow stacks and instead take 14-48 bonus magic damage from basic attacks for the next 8 seconds.;;;;
BRAUM;GLACIAL FISSURE;R;Range: 1250 Cooldown: 140/120/100 Cost: 100 Braum slams his shield into the ground, dealing 150/300/450 (+60% AP) magic damage to all enemies in a line as well as those in an X-radius area around him. The first champion hit is knocked up for 1-1.5 seconds based on distance from Braum for the first target hit in the fissure, every other target hit or within close vicinity is knocked up for 0.25 seconds. For the next 4 seconds a field of ice remains, slowing enemies that enter the area by 40/50/60% for 0.25 seconds.;1250;140/120/100;100;(+60% AP)
BRAUM;STAND BEHIND ME;W;Range: 650 Cooldown: 12/11/10/9/8 Cost: 40 Braum leaps to the aid of a nearby ally, positioning himself between his target and their nearest enemy champion. On arrival, the ally gains 10/14/18/22/26 (+12% bonus armor and magic resist) bonus resistances and Braum gains 10/14/18/22/26 (+36% bonus armor and magic resist) bonus resistances for 3 seconds.;650;12/11/10/9/8;40;(+12% bonus armor and magic resist), (+36% bonus armor and magic resist)
BRAUM;UNBREAKABLE;E;Cooldown: 18/16/14/12/10 Cost: 30/35/40/45/50 Braum raises his shield, creating a barrier that intercepts all oncoming, hostile projectiles for the next 3/3.25/3.5/3.75/4 seconds. Braum takes no damage from the first projectile he intercepts and 30/32.5/35/37.5/40% reduced damage from intercepted projectiles thereafter, and gains 10% movement speed for the duration.;;18/16/14/12/10;30/35/40/45/50;
